,Text,Category
224,edu describes tunnel fracas arsenal s edu has lifted the lid on the scenes that followed manchester united s win over the gunners.  the brazilian confirmed tempers had flared but could shed no light on reports that food was thrown at united boss sir alex ferguson.  i saw people being pulled apart  people pushing  pointing and shouting   he told uefa s official website.  the united players were trying to wind us up about the result but i didn t see any soup being thrown at anyone.  however  edu tried to play down the incidents  adding:  there was nothing that i haven t seen in brazilian derbies.  derby matches in brazil are worse. i like to play in games like this with this intense rivalry.  but edu was highly critical of the ferocity of some of united s challenges during the game  particularly on jose antonio reyes.  i think we were a lot fairer in the tackles than united   he said.  reyes was being kicked all over the park - they were beating up the boy and gary neville was tackling in such a way that he should have been sent off.  following the game  the football association said it would look into events in the tunnel. it also charged ruud van nistelrooy with serious foul play while arsenal boss arsene wenger has been asked to explain comments he made about the referee.,sport
225,hewitt fights back to reach final lleyton hewitt kept his dream of an australian open title alive with a four-set win over andy roddick in friday s second semi-final.  the home favourite will face marat safin in sunday s final after coming through 3-6 7-6 (7-3) 7-6 (7-4) 6-1. hewitt fought back from a set down and trailed in both tie-breaks but would not be denied  thrilling the melbourne crowd with a typically battling effort. he is aiming to be the first australian winner since mark edmondson in 1976. hewitt is the first australian to make the final since pat cash lost to mats wilander in 1988  but faces a huge challenge against safin - the conqueror of roger federer. after needing five sets in his last two matches there was reason to think hewitt might struggle for fitness. he certainly made a sluggish start  dropping his opening service game  and roddick dominated with his huge serve as he took the first set.  after 12 tense games in the second  the key moment came when hewitt raised his game in the tie-break to overturn an early mini-break. that energised the crowd but roddick was not finished and raced 4-1 clear in the crucial third before hewitt pegged him back and forced another tie-break. again roddick broke first and again hewitt fought back  taking the lead with a superb backhand pass.  the australian was not to be denied and a disheartened roddick made little impact in the fourth set as hewitt raced to victory  sending the melbourne crowd wild and ensuring the final will be a huge occasion.  it s awesome   said hewitt.  i started preparing for this tournament nine months ago.  i ve done a lot of hard yards to get here.  i ve always said i d do anything to get in the first night final at the australian open. now i ve got my chance.  roddick was furious with himself for failing to take advantage of leads in both tie-breaks.  i m usually pretty money in those   said roddick.  either one of those would have given me a distinct advantage.  i m mad  i felt i was in there with a shot. he put himself in position to win big points. i donated a little more than i would have wanted.  and the american played down the influence of one spectator who appeared to contribute to a double fault by shouting during rodick s service action.  it just took one jackass to shout out   said roddick  adding that the crowd overall was  very respectful .,sport
226,navratilova hits out at critics martina navratilova has defended her decision to prolong her tennis career at the age of 48.  navratilova  who made a comeback after retiring in 1994  will play doubles and mixed doubles events in 2005.  women s tennis is really strong   she said  dismissing suggestions that the fact she could still win reflected badly on the women s game.  all i can say is i m that damn good. i m sorry but i really have to blow my own horn here. i m still that good.  navratilova has won three grand slam mixed doubles titles since she came out of retirement. and she was so encouraged by her form that she decided to resume playing singles  winning two of her seven matches. she was knocked out in the first round of the french open but reached the second round at wimbledon. navratilova will partner nathalie dechy in the doubles event at the uncle toby s hardcourts tournament on australia s gold coast  which begins on sunday. she will then link up with daniela hantuchova for the australian open doubles  and play in the mixed doubles with leander paes.  i might be playing some singles events this season  depending on the surface   she added.,sport
227,dementieva prevails in hong kong elena dementieva swept aside defending champion venus williams 6-3 6-2 to win hong kong s champions challenge event.  the russian  ranked sixth in the world  broke williams three times in the first set  while losing her service once. williams saved three championship points before losing the match at the victoria park tennis court.  it s really a great start to the year no matter whether it s an exhibition or not. i was trying to play my best and i really did it   said dementieva.  this will give me all the confidence before the grand slams. i was trying so hard to win this tournament.  williams  24  was disappointed with her display.  she played some nice points  but it was mostly me committing unforced errors - four or five errors in each game   she said. before the match  organizers auctioned off rackets belonging to the players  raising £115 000 for victims of the tsunami disaster.,sport
228,commodore finds new lease of life the once-famous commodore computer brand could be resurrected after being bought by a us-based digital music distributor.  new owner yeahronimo media ventures has not ruled out the possibility of a new breed of commodore computers. it also plans to develop a  worldwide entertainment concept  with the brand  although details are not yet known. the groundbreaking commodore 64 computer elicits fond memories for those who owned one back in the 1980s.  in the chronology of home computing  commodore was one of the pioneers.  the commodore 64  launched in 1982  was one of the first affordable home pcs. it was followed a few years later by the amiga. the commodore 64 sold more than any other single computer system  even to this day. the brand languished somewhat in the 1990s. commodore international filed for bankruptcy in 1994 and was sold to dutch firm tulip computers. in the late 1980s the firm was a great rival to atari  which produced its own range of home computers and is now a brand of video games  formerly known as infogrames.  tulip computers sold several products under the commodore name  including portable usb storage devices and digital music players. it had planned to relaunch the brand  following an upsurge of nostalgia for 1980s-era games. commodore 64 enthusiasts have written emulators for windows pc  apple mac and even pdas so that the original commodore games can be still run. the sale of commodore is expected to be complete in three weeks in a deal worth over £17m.,tech
229,kluft impressed by sotherton form olympic heptathlon champion carolina kluft was full of admiration for britain s kelly sotherton as the pair prepared to clash in birmingham.  both will be in action on friday in the 60m hurdles and long jump ahead of the european indoor championships later this month in madrid. sotherton finished third behind the swede in athens  and kluft said:  i knew about her  she s a great girl.  she looked very good early in the season and was competing really well.  kluft showed impressive early-season form on tuesday in stockholm s ge galan meeting  winning the sprint hurdles  the long jump and the 400m. sotherton has also displayed promise  with a new high jump personal best in sheffield at the combined norwich union european trials and aaa championships  and a second place in the long jump behind jade johnson.,sport
230,thomas out of six nations wales captain gareth thomas has been ruled out of the rest of the six nations with a broken thumb.  the full-back will have surgery on monday after fracturing his thumb in the 24-18 win over france on saturday. but welsh legend phil bennett insisted wales can cope without thomas as they chase a first grand slam in 27 years. bennett told bbc sport:  such is the spirit in the camp  they ll put kevin morgan at 15  rhys williams at wing and just carry on.  thomas will miss the match against scotland on 13 march  and what promises to be a huge encounter against the irish six days later. bennett added:  it s a setback. he s a great captain  he leads from the front and the boys love him.  thomas was replaced at half-time by williams as his side turned around a 15-6 deficit in paris.   with gareth missing i would think michael owen will be our captain   said wales coach mike ruddock.  he did a great job in the second half in france. he has been vice-captain all along throughout the championship.  wales travel to edinburgh to take on scotland in a fortnight and then host ireland in cardiff in the final round of matches in what could be the grand slam and championship decider. bennett  an inspirational fly-half for llanelli and wales in the 1970s  insisted the national team were entering a new golden period.  it was a great game and a magnificent result for wales   bennett told bbc radio five live s sportsweek programme.   the way this young team are blending  the glory days are on their way back.  we couldn t get possession early on and france dominated and scored two tries.  had they been ruthless  wales could have gone into the interval 30 points down. but they didn t take their chances.  wales defended fairly well but you cannot give that sort of quality ball to good sides.  the all blacks would have been ruthless and buried us in the first half. but the character we showed in the second half was quite outstanding.,sport
231,xbox 2 may be unveiled in summer details of the next generation of microsoft s xbox games console - codenamed xenon - will most likely be unveiled in may  according to reports.  it was widely expected that gamers would get a sneak preview of xbox s successor at the game developers conference (gdc) in march. but a microsoft spokeswoman confirmed that it would not be at gdc. sony  microsoft and nintendo are all expected to release their more powerful machines in the next 18 months. the next xbox console is expected to go on sale at the end of the year  but very few details about it have been released. it is thought that the machine may be unveiled at the electronic entertainment expo (e3) in los angeles  which takes place in may  according to a reuters news agency report. e3 concentrates on showing off the latest in gaming to publishers  marketers and retailers. the gdc is aimed more at game developers. microsoft chief  bill gates  used the gdc event to unveil the original xbox five years ago. since its launch  microsoft has sold 19.9 million units worldwide.  at the consumer electronics show earlier this year  there was very little mention of the next generation gaming machine. in his keynote speech  mr gates only referred to it as playing an essential part of his vision of the digital lifestyle.  but the battle between the rival consoles to win gamers  hearts and thumbs will be extremely hard-fought. sony has traditionally dominated the console market with its playstation 2. but earlier this year  microsoft said it had reached a european milestone  selling five million consoles since its european launch in march 2002. hit games like halo 2  which was released in november  helped to buoy the sales figures.  gamers are looking forward to the next generation of machines because they will have much more processing and graphical power.  they are also likely to pack in more features and technologies that make them more central as entertainment and communications hubs. although details of playstation 3  xenon  and nintendo s so-called revolution  are yet to be finalised  developers are already working on titles. rory armes  studio general manager for games giant electronic arts (ea) in europe  recently told the bbc news website in an interview that ea was beginning to get a sense of the capabilities of the new machines. microsoft had delivered development kits to ea  but he said the company was still waiting on sony and nintendo s kits. but  he added  the playstation 3 was rumoured to have  a little more under the hood [than xbox 2] .,tech
232,gritty return for prince of persia still basking in the relatively recent glory of last year s sands of time  the dashing prince of persia is back in warrior within  and in a more bellicose mood than last time.  this sequel gives the franchise a grim  gritty new look and ramps up the action and violence. as before  you control the super-athletic prince from a third-person perspective. the time-travelling plot hinges on the dahaka  an all-consuming monster pursuing our hero through the ages. the only way to dispel it is to turn back the clock again and kill the sultry empress of time before she ever creates the sands of time that caused the great beast s creation.  studiously structured though this back story is  everything boils down to old-fashioned fantasy gameplay which proves  on the whole  as dependable as it needs to be. ever since the series  then-groundbreaking beginnings on the commodore amiga  prince of persia has always been about meticulously-animated acrobatic moves  that provide an energetic blend of leaping preposterously between pieces of scenery and lopping off enemies  body parts.  those flashy moves are back in full evidence  and tremendous fun to perform and perfect. combining them at speed is the best fun  although getting a handle of doing so takes practice and plenty of skill. until you reach that point  it is a haphazard business. all too often  you will perform a stunning triple somersault  pirouette off a wall  knock out three enemies in one glorious swoop  before plummeting purposefully over a cliff to your doom. that in turn can mean getting set back an annoyingly long distance  for you can only save at the fountains dotted along the path. the expected fiendish puzzles are all present and correct  but combat is what is really been stepped up  and there is more of it than before. the game s developers have combined acrobatic flair with gruesome slaying techniques in some wonderfully imaginative ways. slicing foes down the middle is one particularly entertaining method of seeing them off.  warrior within is a very slick package; the game s intro movie is so phenomenally good that it actually does an ultimate disservice once the game itself commences.  it is on a par with the jaw-dropping opening sequence of onimusha 3 earlier this year  and when the game begins  it is something of an anti-climax. that said  the graphics are excellent  and indeed among the most striking and satisfying elements of the game. the music is probably the worst aspect - a merit-free heavy metal soundtrack that you will swiftly want to turn off. there is something strangely unsatisfying about the game. perhaps precisely because its graphics and mechanics are so good that the story and overall experience are not quite as engaging as they should be. somehow it adds up to less than the sum of its parts  and is more technically impressive than it is outright enjoyable. but that is not to say warrior within is anything other than a superb adventure that most will thoroughly enjoy. it just does not quite take the character to the new heights that might have been hoped for.,tech
233,robben and cole earn chelsea win cheslea salvaged a win against a battling portsmouth side just as it looked like the premiership leaders would have to settle for a point.  arjen robben curled in a late deflected left-footed shot from the right side of pompey s box to break the home side s brave resistance. chelsea had been continually frustrated but joe cole added a second with a 20-yard shot in injury-time. nigel quashie had pompey s best chance when his effort was tipped over. the fratton park crowd were in good voice as usual and  even though portsmouth more than held their own  chelsea still managed to carve out two early chances. striker didier drogba snapped in an angled shot to force home keeper shaka hislop into a smart save while an unmarked frank lampard had a strike blocked by arjan de zeeuw. but pompey chased  harried and unsettled a chelsea side as the south-coast side started to gain the upper hand and almost took the lead through quashie.  the midfielder struck a swerving long range shot which keeper petr cech tipped over at full stretch. pompey stretched arsenal to the limit recently and were providing a similarly tough obstacle to overcome for a chelsea team struggling to exert any pressure. velimir zajec s players stood firm as the visitors came out in lively fashion after the break but  just as they took a stranglehold of the match  the visitors launched a counter-attack. drogba spun to get a sight of goal and struck a fierce shot which rocked keeper hislop back as he blocked before arjan de zeeuw cleared the danger.  the home side were also left breathing a sigh of relief when a glen johnson header fell to gudjohnsen who had his back to goal in a crowded pompey goalmouth. the icelandic forward tried to acrobatically direct the ball into goal but put his effort over. but  just like against arsenal  portsmouth let in a late goal when robben s shot took a deflection off matthew taylor on its way past a wrong-footed hislop. and cole put a bit of gloss on a hard-fought win when he put a low shot into the bottom of the pompey net.  hislop  griffin  primus  de zeeuw  taylor  stone (cisse 76)  quashie (berkovic 83)  faye  o neil  kamara (fuller 65)  yakubu.  subs not used: berger  ashdown.  kamara.  cech  paulo ferreira  gallas  terry  johnson  duff  makelele  smertin (cole 73)  lampard  robben (geremi 81)  drogba (gudjohnsen 58).  subs not used: cudicini  bridge.  paulo ferreira  robben  lampard.  robben 79  cole 90.  20 210  a wiley (staffordshire).,sport
234,kuznetsova  failed a drugs test  us open champion svetlana kuznetsova has tested positive for a banned drug  according to belgian authorities.  belgian sports minister claude eerdekens said that the russian world number five tested positive for the stimulant ephedrine on 19 december. kuznetsova was playing in an exhibition event in charleroi at the time. eerdekens said:  there is a problem. ephedrine was discovered. she remains innocent until proved guilty. she can ask for it to be tested again.  the situation remains unclear as the tournament was not commissioned by the world anti-doping agency (wada)  the international tennis federation (itf) or the women s tennis accosiation (wta). the test was carried out by regional belgian authorities and kuznetsova has not yet been able to have a b sample tested.  speaking at the australian open on monday  before eerdekens identified her  kuznetsova said:  i m not worried. i m not using anything to push myself.  i have not been notified of any positive test  and i think it is unfair that it s come out the way it did.  eerdekens said that confirmation of the findings was sent last friday to the player s address in spain  as well as to the belgian prosecutors  office and the belgian and russian tennis federations. he conceded kuznetsova might have taken a medicine which contained the banned substance.  we have simply stated a fact   he said.  it is for the federation concerned to impose the disciplinary measures after a procedure that respects the defence.   either the ephedrine was taken to improve her performance or it is because she took some medicine legitimately to cure an infection.  however  kuznetsova s naming was condemned by russian tennis chief shamil tarpishchev.  first of all  this belgian sports minister has broken every ethical rule in the book by naming a player without any proof of wrongdoing  without any basic evidence   tarpishchev said.  we all know the basic principle in doping cases. if there is a positive sample  then they should notify the international tennis federation (itf) as well as the national federation within three days   he said.  this is not the case here. as of today we have not received any statement from the doping officials  nor did the itf.  today i called the itf headquarters and they told me they know nothing about it.  if wada (the world anti-doping agency) was behind the testing  then we would also have known something by now.  otherwise  all these looks to me as pure fiction and fabrication of the facts.,sport
235,man auctions ad space on forehead a 20-year-old us man is selling advertising space on his forehead to the highest bidder on website ebay.  andrew fisher  from omaha  nebraska  said he would have a non-permanent logo or brand name tattooed on his head for 30 days.  the way i see it i m selling something i already own; after 30 days i get it back   he told the bbc today programme. mr fisher has received 39 bids so far  with the largest bid currently at more than $322 (£171).  the winner will be able to send me a tattoo or have me go to a tattoo parlour and get a temporary ink tattoo on my forehead and this will be something they choose  a company name or domain name  perhaps their logo   he told the radio 4 programme.  on the online auction  mr fisher describes himself as an  average american joe  give or take . his sales pitch adds:  take advantage of this radical advertising campaign and become a part of history.  mr fisher said that while he would accept any brand name or logo   i wouldn t go around with a swastika or anything racial . he added:  i wouldn t go around with 666  the mark of the beast.  other than that i wouldn t promote anything socially unacceptable such as adult websites or stores.  he said he would use the money to pay college - he is planning to study graphic design. the entrepreneur said his mother was initially surprised by his decision but following all the media attention she felt he was  thinking outside the box .,tech
236,junk e-mails on relentless rise spam traffic is up by 40%  putting the total amount of e-mail that is junk up to an astonishing 90%.  the figures  from e-mail management firm email systems  will alarm firms attempting to cope with the amount of spam in their in-boxes. while virus traffic has slowed down  denial of service attacks are on the increase according to the firm. virus mail accounts for just over 15% of all e-mail traffic analysis by the firm has found.  it is no longer just multi-nationals that are in danger of so-called denial of service attacks  in which websites are bombarded by requests for information and rendered inaccessible. email systems refers to a small uk-based engineering firm  which received a staggering 12 million e-mails in january. the type of spam currently being sent has subtlety altered in the last few months  according to email systems analysis. half of spam received since christmas has been health-related with gambling and porn also on the increase. scam mails  offering ways to make a quick buck  have declined by 40%.  january is clearly a month when consumers are less motivated to purchase financial products or put money into dubious financial opportunities   said neil hammerton  managing director of email systems.  spammers seem to have adapted their output to reflect this  focussing instead on medically motivated and pornographic offers  presumably intentionally intended to coincide with what is traditionally considered to be the bleakest month in the calendar   he said.,tech
237,what s next for next-gen consoles  the next generation of video games consoles are in development but what will the new machines mean for games firms and consumers  we may not know when they will be released  what they will be called or even what they will be able to do but one thing is certain - they are coming. sony  microsoft and nintendo are all expected to release new machines in the next 18 months. the details of playstation 3  xbox 2 (codename xenon) and nintendo s so-called revolution are still to be finalised but developers are having to work on titles for the new machines regardless.   we know maybe what the ps3 will do  but we can only guess   said rory armes  studio general manager for video game giant electronic arts in europe.  it s a horrendous effort in the first year   he admitted. microsoft had delivered development kits to ea  said mr armes  but he said the company was still waiting on sony and nintendo to send kits. although the details may not be nailed down  mr armes said ea was beginning to get a sense of the capabilities of the new machines.  the rumours are that playstation 3 will have a little more under the hood [than xbox 2]   he said.   microsoft is obviously a software company first and foremost  while sony has more experience in hardware. i think sony will be able to push more into a box at cost.   what is certain is that the new machines will provide great leaps in processing and graphical power. it is also likely that they will contain convergence technologies to make the machines more of an entertainment hub. at the consumer electronics show in las vegas microsoft boss bill gates said xbox 2 would be part of his vision of the digital lifestyle. while short on detail  he painted a picture of a machine that would complement a pc and offer  great video gaming but video gaming for a broader set of people  more communications  more media  more connectivity . sony is thought to have a similar vision for ps3 while nintendo remain focused on a machine purely for games.  until it is clear precisely what the new machines can do  developers are working on a first round of titles to harness the new horsepower. gary dunn  development director at codemasters  said the company had a central technology group which was at the forefront of preparing for the next generation of consoles.  we are working on new libraries of effects. a lot of the major techniques are already out there and in use in pc gaming  such as pixel shaders and normal mapping.   mr dunn said he expected the introduction of real-world physics to be a major part of the new consoles.  we want to increase that level of immersion and realism in gaming to people can lose themselves in a game.  in the first year at least  developers said gamers should not expect games which harness the full potential of the machines. graphical spit and polish and better physics in line with the capabilities of current high-end graphics cards for pcs should be expected. simon gardner  president of climax s action studio  said:  it s definitely an exciting time. we want to give more freedom to the player. we want to give players an emotional connection to the characters they play.  the environments will be much more believable and dramatic  growing and changing as you play.  there will be a breadth of effects  more involving worlds to play in.   it s a bit like being an artist and being given a bigger canvas and a smaller brush. we re being given more tools.  for the average consumer  we can get things of a more filmic quality.  gerhard florin  head of ea in europe  said gamers should expect titles that blur the line between films and video games. many will be sceptical - gamers were given similar predictions during the last transition of console hardware - but this time it would seem to be more likely.  ps3 will provide graphics indistinguishable from movies   said mr florin. he said the distribution method for games would also change radically in the next round of consoles.  a gamer could buy a starter disc for 10 euros. when he goes home he goes online and he could buy ai and levels as you go.   it s much smarter if you can get levels as you go.  mr armes warned that developers still had to learn how to tell stories effectively in the medium.  in some ways we are trying to forget about the hardware  go in the opposite direction. we have been very bad at letting technology design our creativity.  what we have to do as a company is start ignoring the technology and learning our craft in telling stories.  mr gardner agreed:  we can thrown more polygons around and have better ai but if it doesn t make for a better game then that s not very useful.  developers will certainly have the tools with the new machines  but how they employ them is still to be decided.,tech
238,apple laptop is  greatest gadget  the apple powerbook 100 has been chosen as the greatest gadget of all time  by us magazine mobile pc.  the 1991 laptop was chosen because it was one of the first  lightweight  portable computers and helped define the layout of all future notebook pcs. the magazine has compiled an all-time top 100 list of gadgets  which includes the sony walkman at number three and the 1956 zenith remote control at two. gadgets needed moving parts and/or electronics to warrant inclusion. the magazine specified that gadgets also needed to be a  self-contained apparatus that can be used on its own  not a subset of another device .   in general we included only items that were potentially mobile   said the magazine.   in the end  we tried to get to the heart of what really makes a gadget a gadget   it concluded. the oldest  gadget  in the top 100 is the abacus  which the magazine dates at 190 a.d.  and put in 60th place. other pre-electronic gadgets in the top 100 include the sextant from 1731 (59th position)  the marine chronometer from 1761 (42nd position) and the kodak brownie camera from 1900 (28th position). the tivo personal video recorder is the newest device to make the top 10  which also includes the first flash mp3 player (diamound multimedia)  as well as the first  successful  digital camera (casio qv-10) and mobile phone (motorola startac). the most popular gadget of the moment  the apple ipod  is at number 12 in the list while the first sony transistor radio is at number 13.  sony s third entry in the top 20 is the cdp-101 cd player from 1983.  who can forget the crystalline  hiss-free blast of madonna s like a virgin emenating from their first cd player   asked the magazine. karl elsener s knife  the swiss army knife from 1891  is at number 20 in the list. gadgets which could be said to feature surprisngly low down in the list include the original telephone (23rd)  the nintendo gameboy (25th)  and the pulsar quartz digital watch (36th). the list also contains plenty of oddities: the pez sweet dispenser (98th)  1980s toy tamagotchi (86th) and the bizarre ronco inside the shell egg scrambler (84th).  why worry about mobile phones. soon they will be subsumed into the pda s / laptops etc.  what about the marine chronometer  completely revolutionised navigation for boats and was in use for centuries. for it s time  a technological marvel!  sony net minidisc! it paved the way for more mp3 player to explode onto the market. i always used my netmd  and could not go anywhere without it.  a laptop computer is not a gadget! it s a working tool!  the sinclair executive was the world s first pocket calculator. i think this should be there as well.  how about the clockwork radio  or gps  or a pocket calculator  all these things are useful to real people  not just pc magazine editors.  are the people who created this list insane   surely the most important gadget of the modern age is the mobile phone  it has revolutionalised communication  which is more than can be said for a niche market laptop. from outside the modern age  the marine chronometer is the single most important gadget  without which modern transportation systems would not have evolved so quickly.  has everyone forgot about the breville pie maker    an interesting list. of the electronic gadgets  thousands of journalists in the early 1980s blessed the original noteboook pc - the tandy 100. the size of a4 paper and light  three weeks on a set of batteries  an excellent keyboard  a modem. a pity tandy did not make it dos compatible.  what s an apple powerbook 100   it s out of date - not much of a  gadget . surely it has to be something simple / timeless - the tin opener  swiss army knife  safety razor blade  wristwatch or the thing for taking stones out of horses hooves    it has to be the mobile phone. no other single device has had such an effect on our way of living in such a short space of time.  the ball point pen has got to be one of the most used and common gadgets ever. also many might be grateful for the pocket calculator which was a great improvement over the slide rule.  the casio pocket calculator that played a simple game and made tinny noises was also a hot gadget in 1980. a true gadget  it could be carried around and shown off.  all top 10 are electronic toys  so the list is probably a better reflection of the current high-tech obsession than anyhting else. i say this as the swiss army knife only made no 20.  sinclair ql a machine far ahead of its time. the first home machine with a true multi-takings os. shame the marketing was so bad!!!  apple.. a triumph of fashion over... well everything else.  utter rubbish. yes  the apple laptop and sony walkman are classic gadgets. but to call the sextant and the marine chronometer  gadgets  and rank them as less important than a tv remote control reveals a quite shocking lack of historical perspective. the former literally helped change the world by vastly improving navigation at see. the latter is the seed around which the couch potato culture has developed. no competition.  i d also put apple s newton and the first palm pilot there as the front runners for portable computing  and possibly the toshiba libretto for the same reason. i only wish that vulcan inc s flipstart wasn t just vapourware otherwise it would be at the top.  how did a laptop ever manage to beat off the challenge of the wristwatch or the telephone (mobile or otherwise)  what about radios and tvs   the swiss army knife. by far the most useful gadget. i got mine 12 years ago. still wearing and using it a lot! it stood the test of time.  psion organiser series 3  should be up there. had a usable qwerty keyboard  removable storage  good set of apps and programmable. case design was good (batteries in the hinge - a first  i think). great product innovation.  the first mobile pc was voted best gadget by readers of...err... mobile pc ! why do you keep putting these obviously biased lists on your site  it s obviously the mobile phone or remote control  and readers of a less partisan publication would tell you that.  the motorola startac should be number one. why  there will be mobile phones long after notebook computers and other gadgets are either gone or integrated in communications devices.  the psion series 3c! the first most practical way to carry all your info around...  i too would back the sinclair spectrum - without this little beauty i would never have moved into the world of it and earn the living that i do now.  i d have put the mobile phone high up the list. probably a nokia model.  sinclair spectrum - 16k. it plugged into the tv. games were rubbish but it gave me a taste for programming and that s what i do for a living now.  i wish more modern notebooks -- even apple s newest offerings -- were more like the pb100. particularly disheartening is the demise of the trackball  which has given way to the largely useless  trackpad  which every notebook on the market today uses. they re invariably inaccurate  uncomfortable  and cumbersome to use.  congratulations to apple  a deserved win!,tech
239,nintendo ds aims to touch gamers the mobile gaming industry is set to explode in 2005 with a number of high-profile devices offering a range of gaming and other features such as movie and music playback. market leader nintendo  however  is releasing a handheld console that it says will revolutionise the way games are played.  the first striking thing about the ds is how retro it looks. far from looking like a mould-breaking handheld  it looks more like nintendo dug out a mould from a 1980s handheld prototype. the lightweight clam shell device opens up to reveal two screens  and when switched on it instantly reveals its pedigree. both screens are crisp and clear while the bottom of the two is touch sensitive. nintendo has given developers free rein to utilise the dual screens and ability to control the action by simply touching the screen.  the japanese gaming giant hopes the ds will maintain the firm s pre-eminence in an increasingly-competitive mobile gaming market.  nintendo first launched its gameboy console in 1989 and has dominated the market ever since. but its lead can no longer be taken for granted. sony will enter the market later this year with its playstation portable  while start-up companies gizmondo and tapwave zodiac are also offering hybrid devices.  we believe the ds will appeal to all ages  both genders and gamers of any skill   said david yarnton  nintendo europe s general manager said at the recent press launch for the handheld. with its two screens  wireless connectivity and backwards compatibility with the gameboy advance  the ds certainly has a number of unique selling points. it went on sale in the us in mid-november priced $150 and nintendo says sales have exceeded expectations  without giving detailed figures. japan and europe will have to wait until the first quarter of 2005 to get the device. with more than two million pre-orders for the device in japan  nintendo is confident it will keep its number one spot. but will the device prove to be as revolutionary as claimed  the game ships with a demo of metroid hunters - a 3d action title which can be played alone or with a group of friends using the machine s wireless capabilities. it certainly looks impressive on the small machine and plays smoothly even with a group of people.  the game can be controlled by using the supplied stylus to aim. the top screen is used to navigate the action while the bottom screen offers a top-down map and the ability to switch weapons. it is certainly a unique control method and while it makes aiming more controlled it can be a little disorientating. super mario 64 ds is a faithful re-creation of the nintendo 64 classic with a host of new mini-games and new levels. the game looks stunning on the portable machine and the sound too is impressive for such a small machine. one thing is for certain. hardened gamers will have to learn to adapt to a new way of playing while it could prove to be an accessible way in to gaming for novices  ultimately the success or failure of the device lies in the hands of developers. if they manage to create titles which use the nintendo ds s key features then a whole new market of gamers could open up. the fear is that the touch screen and voice recognition are treated as little more than gimmicks.,tech
240,pc ownership to  double by 2010  the number of personal computers worldwide is expected to double by 2010 to 1.3 billion machines  according to a report by analysts forrester research.  the growth will be driven by emerging markets such as china  russia and india  the report predicted. more than a third of all new pcs will be in these markets  with china adding 178 million new pcs by 2010  it said. low-priced computers made by local companies are expected to dominate in such territories  forrester said. the report comes less than a week after ibm  a pioneer of the pc business  sold its pc hardware division to china s number one computer maker lenovo.  the $1.75bn (£900m) deal will make the combined operation the third biggest pc vendor in the world.  today s products from western pc vendors won t dominate in those markets in the long term   simon yates  a senior analyst for forrester  said.  instead local pc makers like lenovo group in china and aquarius in russia that can better tailor the pc form factor  price point and applications to their local markets will ultimately win the market share battle   he said. there are currently 575 million pcs in use globally. the united states  europe and asia-pacific are expected to add 150 million new pcs by 2010  according to the study. the report forecast that there will be 80 million new pc users in india by 2010 and 40 million new users in indonesia.,tech
241,young debut cut short by ginepri fifteen-year-old donald young s first appearance in an atp tennis tournament proved brief as the teenager went out in round one of the san jose open.  young shot to the top of the junior world rankings when he won the boys  singles at january s australian open. but the wildcard entry was dispatched by fellow american robby ginepri in straight sets  6-2 6-2  in california. despite that he was happy with his tour debut.  it was fun. i had my chances  but they didn t come through   he said. young  who beat two players ranked in the top 200 when he was just 14  was only 2-1 down in the first set before losing 10 of the next 13 games. and ginepri - six years older than the youngest player to ever win a junior slam and top the global standings - admitted he was impressed.   he s very talented   said ginepri.  he s got a long future ahead of him.  being left-handed  he was very quick around the court.  his serve is a little deceptive. he came into the net and volleyed better than i thought.  earlier  south korean hyung-taik lee defeated american jan-michael gambill 6-3 7-6 (7-4). american kevin kim defeated jan hernych of the czech republic 7-5 6-3  canadian qualifier frank dancevic downed american jeff morrison 4-6 7-6 (7-3) 6-0  and denmark s kenneth carlsen beat irakli labadze of the republic of georgia 6-7 (4-7) 6-2 6-3. top seed andy roddick launches his defence of the title on wednesday against qualifier paul goldstein. second seed andre agassi opens his campaign on tuesday against wildcard bobby reynolds  last year s us collegiate champion. agassi has won the san jose five times  but his run of three straight titles ended last year when he fell to mardy fish in the semi-finals. fish went on to lose to roddick in the final.,sport
242,wenger shock at newcastle dip arsenal manager arsene wenger has admitted he is at a loss to explain why newcastle are languishing in the bottom half of the table.  the gunners travel to st james  park on wednesday  with newcastle 14th in the premiership after a troubled season. and wenger said:  at the beginning of the season you would expect them to be fighting for the top four.  i don t know how they got to be where they are. it looks to me from the outside that they have many injuries.   arsenal go into the game on the back of a 2-0 victory over fulham on sunday. and wenger added:  the best way to prepare for a game is to win the previous one. we will go to newcastle in good shape.  fatigue won t play too big a part in the next few weeks as we have players coming back so i can rotate a bit more.  we do not play a season with 11 players and i believe that all of our squad deserve a chance in the team.  striker thierry henry  along with robert pires  scored against fulham. and henry afterwards described the display as  beautiful to watch . he said:  what matters is winning and the three points  of course. that is the only thing that really matters. but it is more enjoyable when you play like we did against fulham.  we are playing as a team and that is important because there were some games when we maybe were not there as a team and suffered for that. those were games we lost.,sport
